link,news,tagline,,,,
https://tribune.com.pk/story/2106959/1-opposition-slams-govt-making-cpec-controversial/,Slams government for making CPEC controversial,Opposition confab renews call for fresh polls,,,,2
https://tribune.com.pk/story/2106961/1-govt-issues-new-notification-army-chiefs-tenure-extension/,Ministers amend Army Rules to incorporate word extension,Cabinet approves new summary to extend COAS tenure,,,,0
https://tribune.com.pk/story/2106960/1-law-minister-farogh-naseem-resigns/,Farogh Naseem was asked by PM Imran Khan to step down: Fawad Chaudhry,Law minister resigns to represent Gen Qamar,,,,0
https://tribune.com.pk/story/2106913/1-lt-gen-retd-asim-bajwa-appointed-cpec-authority-chairman/,"Authority established for coordination, monitoring to ensure implementation of the mega project",Lt Gen (retd) Asim Bajwa notified as CPEC Authority chairman,,,,0
https://tribune.com.pk/story/2106907/1-pakistan-host-envoys-conference-focused-africa/,Conference aims at deepening Pakistans engagement with Africa in diverse fields,Pakistan to host envoys conference focused on Africa,,,,0
https://tribune.com.pk/story/2106853/1-prince-sultan-calls-pm-imran-appreciates-contribution-pakistanis-ksas-development/,PM Imran lauds the kingdom's economic support to Pakistan,"Prince Sultan calls on PM Imran, appreciates contribution of Pakistanis in KSA's development",,,,1
https://tribune.com.pk/story/2106861/1-senate-panel-passes-resolution-unwarranted-us-statement-cpec/,Resolution rejects the statement as unacceptable interference in Pakistans sovereign right to exercise policy choices,Senate panel passes resolution against 'unwarranted' US statement on CPEC,,,,0
https://tribune.com.pk/story/2106843/4-ali-gul-pir-boos-ali-zafar-one-kind-diss-track/,The rapper didnt take any names but he dropped quite a few hints to brush off any subtlety,Ali Gul Pir boos popular singer in one of a kind diss track,,,,0
https://tribune.com.pk/story/2106801/1-accountability-court-extends-zardari-talpur-judicial-remand-3-weeks/,"Additional evidence has been made part of case record, says NAB prosecutor","Accountability court extends Zardari, Talpur judicial remand by 3 weeks",,,,0
https://tribune.com.pk/story/2106755/1-high-treason-case-lhc-admits-musharrafs-petition-stay-special-court-proceedings/,LHC schedules next hearing for November 28 the same day special court is set to announce its decision in the case,High treason case: LHC admits Musharrafs petition to stay special court proceedings,,,,0
https://tribune.com.pk/story/2106685/1-ihc-reserves-judgement-maintainability-contempt-court-plea-imran/,Says court neither fears nor is sensitive about criticism,IHC dismisses contempt plea against PM Imran,,,,0
https://tribune.com.pk/story/2106677/1-pakistan-challenges-indias-eligibility-unsc/,"India has been a member of the UNSC for seven terms, Pakistan cites IOK situation as basis for ineligibility",Pakistan challenges Indias eligibility for UNSC,,,,0
https://tribune.com.pk/story/2106688/1-cjp-suspends-army-chief-bajwas-extension-notification/,"Court issues notices to govt, defence ministry, Gen Qamar",SC temporarily suspends army chiefs extension,,,,0
https://tribune.com.pk/story/2106518/1-russian-movie-barber-siberia-screened/,The movie was screened at the auditorium of the Islamabad Club with English subtitles,Russian movie Barber of Siberia screened,,,,0
https://tribune.com.pk/story/2106459/1-opposition-finally-unites-eve-senate-polls/,ANP sits in favour of PPP but questions remain on ability to compete with govt,Opposition finally unites on eve of Senate by-polls,,,,0
https://tribune.com.pk/story/2106455/1-protest-condemns-sacrilegious-acts-norway/,JUI-F leaders strongly condemned the incident and said that it had hurt the sentiments of Muslims around the world,Protest condemns sacrilegious acts in Norway,,,,0
https://tribune.com.pk/story/2106516/1-nation-responsible-protecting-womens-rights/,President Alvi says all necessary laws to safeguard women exist,Nation responsible for protecting womens rights,,,,0
https://tribune.com.pk/story/2106524/1-varsity-chief-security-officer-excluded-murder-probe/,Operations DIG says will seek report on alleged murder of campus security guard,"Varsity chief, security officer excluded from murder probe",,,,0
https://tribune.com.pk/story/2106525/1-rising-internal-migration-next-crisis-pakistan/,State climate change minister says erratic weather forcing many to move from villages to cities,Rising internal migration next crisis for Pakistan,,,,0
https://tribune.com.pk/story/2106528/1-ecc-okays-enhanced-allowances-doctors/,Supplementary grant will bring package for medics in ICT at par with those in Punjab,ECC okays enhanced allowances for doctors,,,,0
https://tribune.com.pk/story/2106532/1-pindis-literacy-centres-upgraded/,Some 11 centres operating in Adyala jail have also been included in the project,Pindis literacy centres to be upgraded,,,,0
https://tribune.com.pk/story/2106533/1-rwmc-conducts-awareness-campaign/,The teams insisted the people keep their houses and workplaces dry and clean,RWMC conducts awareness campaign,,,,0
https://tribune.com.pk/story/2106544/2-govt-yet-notify-cpec-authority-chief/,Selection process was completed the day govt announced replacing Khusro Bakhtiar with Asad Umar as planning minister,Govt yet to notify CPEC authority chief,,,,0
https://tribune.com.pk/story/2106512/1-nawaz-sharif-may-undergo-cardiac-catheterisation/,"Former PM visits Prof Simon Redwood, a Cardiovascular Interventionist at the London Bridge Hospital: doctor",Nawaz Sharif may undergo cardiac catheterisation,,,,0
https://tribune.com.pk/story/2106457/1-sc-asks-govt-submit-reply-charging-gidc/,"Asks why govt not briefing parliament with regard to IP, TAPI projects",SC asks govt to submit reply on charging GIDC,,,,0
https://tribune.com.pk/story/2106416/1-nab-files-supplementary-reference-zardari-talpur/,"Lawyers, party leader meet former president at PIMS","NAB files supplementary reference against Zardari, Talpur",,,,0
https://tribune.com.pk/story/2106429/1-us-takes-step-back-cpec-debate-still-rages/,US ambassador says Wellss comments meant to generate debate,US takes step back as CPEC debate still rages,,,,0
https://tribune.com.pk/story/2106417/1-ecp-hold-daily-hearings-foreign-funding-case-pti/,"Also summons PML-N, PPP in case alleging their receipt of illicit UK funds",ECP to hold daily hearings in foreign funding case against PTI,,,,0
https://tribune.com.pk/story/2106398/1-sc-hear-petition-challenging-gen-qamars-extension-today/,Petitioner requests the court to declare the extension null and void,SC to hear petition challenging Gen Qamars extension today,,,,0
https://tribune.com.pk/story/2106397/1-pakistans-envoy-elected-president-un-commission-trade-development/,UNCTAD is an important platform to deliberate on key trade and development issues,Pakistans envoy elected president of UN Commission on Trade and Development,,,,0
https://tribune.com.pk/story/2106387/1-ihc-take-plea-pm-imrans-speech/,Premier had asked CJP to come forward and restore public confidence in the judiciary,IHC to take up plea against PM Imran's speech,,,,0
https://tribune.com.pk/story/2106370/1-pakistan-offers-qatar-security-2022-fifa-world-cup/,"Qatari commander calls on president, army chief in Islamabad",Pakistan offers Qatar security for 2022 FIFA World Cup,,,,0
https://tribune.com.pk/story/2106377/1-govt-files-petition-ihc-halt-musharraf-treason-verdict/,IHC larger bench will take up interior ministrys petition at 12:30pm today,Govt seeks to stop Musharraf treason case verdict,,,,0
https://tribune.com.pk/story/2106299/1-nab-freezes-shehbaz-sharif-familys-industries-assets-beyond-means-case/,NAB Lahore DG Shahzad Saleem directs authorities to implement orders with immediate effect,NAB seeks freeze on Shehbaz Sharif familys industries in assets beyond means case,,,,0
https://tribune.com.pk/story/2106291/1-qureshi-discusses-economy-social-development-queen-maxima/,Dutch royal assures foreign minister cooperation during meeting in Islamabad,"Qureshi discusses economy, social development with Queen Maxima",,,,0
https://tribune.com.pk/story/2106281/1-pakistan-army-announces-top-level-postings/,Two major generals promoted to three-star rank,Army announces top-level postings,,,,0
https://tribune.com.pk/story/2106245/9-circus-acrobat-falls-30-feet-front-screaming-onlookers/,Jackie Armstrong slipped from her harness and fell to the floor,Circus acrobat falls 30-feet in front of screaming onlookers,,,,0
https://tribune.com.pk/story/2106215/1-lhc-grills-musharrafs-lawyer-petition-suspension-high-treason-trial/,Ex-military ruler's counsel to present arguments on maintainability of petition tomorrow,LHC grills Musharrafs lawyer over petition for suspension of high treason trial,,,,0
https://tribune.com.pk/story/2106192/1-pm-imran-reaffirms-commitment-make-pakistan-clean-green/,Initiative aims at improving the overall outlook of Pakistani cities,"PM launches Clean Green Pakistan Index, urges masses to participate",,,,0
https://tribune.com.pk/story/2106181/1-bilawal-to-attend-maulana-fazlur-rehmans-apc-tomorrow/,"PPP spokesperson confirms Bilawal's attendance, delegation to be led by PPP chairperson",Bilawal to attend Fazlur Rehman-led all parties conference,,,,0
https://tribune.com.pk/story/2106107/1-queen-maxima-netherlands-arrives-pakistan/,Dutch queen will be in Pakistan till Nov 27 in her capacity as UN Secretary-Generals Special Advocate,Queen MÃ¡xima of the Netherlands arrives in Pakistan,,,,0
https://tribune.com.pk/story/2106134/1-ihc-withdraws-contempt-court-notice-awan-sarwar-accepts-apology/,They had criticised judiciarys decision of granting former premier Nawaz Sharif bail on medical grounds,"IHC withdraws contempt of court notice against Awan, Sarwar, accepts apology",,,,0
https://tribune.com.pk/story/2105915/1-chief-minister-vows-complete-peshawar-di-khan-expressway/,Says the expressway will provide people with better travelling facilities and will also improve business activities,Chief minister vows to complete Peshawar-DI Khan ExpresswayÂ Â,,,,0
https://tribune.com.pk/story/2105978/1-colourful-cultural-showcase-lok-mela-concludes/,Best artists and craftspeople from all regions awarded prizes,Colourful cultural showcase Lok Mela concludes,,,,0
https://tribune.com.pk/story/2105975/1-idwp-okays-new-land-revenue-record-system/,"Forum also approves sanitation schemes for suburban, rural areas",IDWP okays new land revenue record system,,,,0
https://tribune.com.pk/story/2105977/1-elite-force-official-killed-rawalpindi/,A speeding truck struck rammed their vehicle from behind,Elite force official killedÂ in Rawalpindi,,,,0
https://tribune.com.pk/story/2105981/1-thousands-throng-charity-bazaar-sunday/,Diplomats display items portraying their cultures,Thousands throng charity bazaar on Sunday,,,,0
https://tribune.com.pk/story/2105983/1-pakistani-japanese-artists-collaborate-nihon/,Japanese Embassy celebrates 70th anniversary of diplomatic relations,"Pakistani, Japanese artists collaborate for NIHON",,,,0
https://tribune.com.pk/story/2105939/1-us-hopes-woo-pakistani-students/,"The US Embassy, Education USA and the USEFP celebrated International Education Week (IEW) from November 18 to 22",US hopes to woo more Pakistani students,,,,0
https://tribune.com.pk/story/2105986/1-two-armed-suspects-held-weapons-recovered/,"The suspects, during the investigation, have confessed to committing several robberies on Islamabad Highway",Two armed suspects held; weapons recoveredÂ Â,,,,0
https://tribune.com.pk/story/2106026/1-nab-recovers-rs290m-fake-accounts-case/,Four suspects and two companies of Sindh Roshan Programme opt for a plea bargain,NAB recovers Rs290m in fake accounts case,,,,0
https://tribune.com.pk/story/2106016/1-queen-maxima-arrives-pakistan-today/,"The queen will call on the president, PM and will also meet a range of stakeholders from public, private sectors",Queen Maxima arrives in Pakistan today,,,,0
https://tribune.com.pk/story/2105964/1-weak-governance-punjab-worries-pm-imran/,Major reshuffle in provincial bureaucracy appears to be on the cards,PTI assessment faults bureaucracy for Punjab governance woes,,,,2
